corpus	file	width	height	preset	quality	method	zen_bytes	lib_bytes	size_ratio	zen_encode_ms	lib_encode_ms	speed_ratio	zen_butter	lib_butter	butter_delta	zen_ssim2	lib_ssim2	ssim2_delta
cid22	pexels-photo-2908983.png	512	512	Default	90	4	19964	20192	0.988708	17.432	12.918	1.3494	1.7043	1.8301	-0.1258	84.4251	83.8609	0.5641
cid22	pexels-photo-4672246.png	512	512	Default	90	4	41966	41648	1.007635	20.847	15.568	1.3390	1.9612	1.8312	0.1300	83.6197	83.6166	0.0031
cid22	1001682.png	512	512	Default	90	6	67876	68352	0.993036	55.402	48.925	1.1324	1.4665	1.4237	0.0428	83.3871	83.6222	-0.2351
cid22	1200348.png	512	512	Default	90	6	22426	22074	1.015946	29.076	22.543	1.2898	2.4115	2.4673	-0.0558	82.9702	83.2040	-0.2338
cid22	146083.png	512	512	Default	90	6	88222	88316	0.998936	65.933	58.273	1.1315	1.3926	1.3727	0.0199	86.9621	86.9908	-0.0287
cid22	162511.png	512	512	Default	90	6	104400	105994	0.984961	70.358	62.345	1.1285	1.9774	1.9239	0.0535	82.7744	83.1192	-0.3448
cid22	207691.png	512	512	Default	90	6	66060	65996	1.000970	57.101	48.412	1.1795	1.4661	1.5531	-0.0870	81.7112	81.8067	-0.0955
cid22	2290070.png	512	512	Default	90	6	30724	30304	1.013860	36.325	28.763	1.2629	1.7373	1.6002	0.1371	83.5387	83.3952	0.1435
cid22	262780.png	512	512	Default	90	6	75364	75158	1.002741	65.998	58.466	1.1288	1.6923	1.5766	0.1157	82.8758	83.3156	-0.4398
cid22	3316926_opo25u.png	512	512	Default	90	6	25898	25302	1.023555	33.494	28.419	1.1786	1.7071	1.9662	-0.2591	85.2565	85.2464	0.0101
cid22	3779828.png	512	512	Default	90	6	87478	88200	0.991814	62.104	51.712	1.2010	1.5322	1.4018	0.1304	84.5260	84.5773	-0.0512
cid22	5212582.png	512	512	Default	90	6	10348	10334	1.001355	19.915	14.656	1.3588	1.9383	1.7880	0.1503	81.8842	82.6822	-0.7981
cid22	675951.png	512	512	Default	90	6	50168	49770	1.007997	43.146	39.257	1.0991	2.0189	2.0464	-0.0275	84.1660	83.9277	0.2383
cid22	962312.png	512	512	Default	90	6	44248	44116	1.002992	34.376	28.963	1.1869	2.8230	1.8225	1.0005	85.5881	87.5240	-1.9359
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Default	90	6	42904	43302	0.990809	35.425	29.306	1.2088	5.6860	5.6489	0.0372	79.3600	79.8966	-0.5366
cid22	pexels-photo-2908983.png	512	512	Default	90	6	19888	20156	0.986704	27.884	21.688	1.2856	1.6919	1.8626	-0.1707	84.6824	84.0977	0.5847
cid22	pexels-photo-4672246.png	512	512	Default	90	6	39998	39952	1.001151	41.684	37.854	1.1012	1.9486	2.0845	-0.1359	83.8228	83.8455	-0.0227
cid22	1001682.png	512	512	Photo	25	0	16620	25946	0.640561	5.833	2.938	1.9857	6.4353	6.1510	0.2843	42.9926	45.1366	-2.1440
cid22	1200348.png	512	512	Photo	25	0	6852	8078	0.848230	4.789	2.059	2.3256	7.0859	8.0893	-1.0034	49.1831	51.0267	-1.8436
cid22	146083.png	512	512	Photo	25	0	26136	30724	0.850670	6.485	3.512	1.8465	6.2035	8.6567	-2.4532	51.0445	54.0723	-3.0278
cid22	162511.png	512	512	Photo	25	0	37900	39488	0.959785	7.452	3.905	1.9083	5.1814	6.0331	-0.8517	51.0408	50.3101	0.7308
cid22	207691.png	512	512	Photo	25	0	22248	22636	0.982859	6.096	2.919	2.0882	5.3564	5.6482	-0.2918	52.0404	53.1585	-1.1180
cid22	2290070.png	512	512	Photo	25	0	12878	14248	0.903846	4.982	2.386	2.0884	7.4659	5.6558	1.8101	53.0859	53.1589	-0.0731
cid22	262780.png	512	512	Photo	25	0	15852	17272	0.917786	5.478	2.791	1.9626	5.6035	5.9110	-0.3075	33.3003	37.1844	-3.8841
cid22	3316926_opo25u.png	512	512	Photo	25	0	7006	7706	0.909162	4.843	2.225	2.1761	7.8384	9.6971	-1.8587	51.5084	51.0842	0.4242
cid22	3779828.png	512	512	Photo	25	0	34448	36944	0.932438	7.128	3.907	1.8246	5.2881	4.9701	0.3180	48.5564	49.9893	-1.4330
cid22	5212582.png	512	512	Photo	25	0	2904	2946	0.985743	4.202	1.800	2.3340	6.9356	6.9027	0.0329	54.2037	53.2674	0.9363
cid22	675951.png	512	512	Photo	25	0	15954	17936	0.889496	5.745	2.745	2.0927	7.7131	7.8088	-0.0957	55.3086	55.0133	0.2953
cid22	962312.png	512	512	Photo	25	0	20084	26476	0.758574	5.563	3.017	1.8439	5.0458	5.2053	-0.1594	67.0107	70.5355	-3.5249
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	25	0	16408	18984	0.864307	5.522	3.034	1.8201	6.9246	6.3736	0.5510	52.5231	54.3311	-1.8079
cid22	pexels-photo-2908983.png	512	512	Photo	25	0	4988	5294	0.942199	4.781	2.095	2.2820	6.1859	6.8145	-0.6286	45.1116	45.1207	-0.0091
cid22	pexels-photo-4672246.png	512	512	Photo	25	0	10094	11642	0.867033	5.158	2.408	2.1418	8.0458	8.7105	-0.6647	46.5671	46.9270	-0.3599
cid22	1001682.png	512	512	Photo	25	4	15518	15296	1.014514	16.598	12.141	1.3672	5.4249	5.2757	0.1492	44.5050	43.8003	0.7047
cid22	1200348.png	512	512	Photo	25	4	5684	5574	1.019734	12.634	9.661	1.3077	7.0835	7.9131	-0.8296	50.5186	50.0772	0.4414
cid22	146083.png	512	512	Photo	25	4	23100	23220	0.994832	18.804	14.151	1.3287	5.4917	5.2498	0.2418	51.9377	52.8829	-0.9452
cid22	162511.png	512	512	Photo	25	4	32152	32018	1.004185	19.842	14.871	1.3342	6.1136	5.6455	0.4681	51.4317	51.8387	-0.4070
cid22	207691.png	512	512	Photo	25	4	16144	16362	0.986676	16.542	12.351	1.3393	5.3372	5.5400	-0.2028	52.2805	52.2766	0.0039
cid22	2290070.png	512	512	Photo	25	4	9040	8876	1.018477	13.708	10.314	1.3291	7.4206	7.1180	0.3026	54.1989	52.4970	1.7019
cid22	262780.png	512	512	Photo	25	4	15240	14546	1.047711	16.458	11.833	1.3909	6.1331	5.9482	0.1849	34.1311	32.2738	1.8574
cid22	3316926_opo25u.png	512	512	Photo	25	4	5948	5950	0.999664	13.883	10.314	1.3461	8.8648	7.8880	0.9768	51.0551	52.7120	-1.6569
cid22	3779828.png	512	512	Photo	25	4	28390	28292	1.003464	18.388	13.802	1.3323	5.2382	5.1063	0.1319	47.9038	48.7755	-0.8717
cid22	5212582.png	512	512	Photo	25	4	2628	2490	1.055422	10.895	8.364	1.3026	6.7374	6.7689	-0.0315	55.8911	56.7392	-0.8481
cid22	675951.png	512	512	Photo	25	4	12590	12630	0.996833	15.164	11.304	1.3415	7.5147	6.3034	1.2113	55.5653	54.9647	0.6006
cid22	962312.png	512	512	Photo	25	4	17010	17108	0.994272	13.846	10.870	1.2738	4.7467	4.3511	0.3956	67.6422	67.1970	0.4452
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	25	4	13956	13920	1.002586	13.787	10.143	1.3593	6.3539	6.0101	0.3438	53.2080	53.6106	-0.4026
cid22	pexels-photo-2908983.png	512	512	Photo	25	4	4562	4470	1.020582	12.923	9.422	1.3716	6.6551	6.5407	0.1145	46.2770	46.3882	-0.1111
cid22	pexels-photo-4672246.png	512	512	Photo	25	4	8296	8192	1.012695	14.370	10.935	1.3141	6.7405	6.6464	0.0941	47.4826	46.5355	0.9471
cid22	1001682.png	512	512	Photo	25	6	13956	14192	0.983371	31.442	24.181	1.3003	5.5844	5.3491	0.2353	44.3094	43.5580	0.7513
cid22	1200348.png	512	512	Photo	25	6	5672	5464	1.038067	17.689	12.655	1.3977	7.8589	8.1475	-0.2886	51.0027	50.3839	0.6188
cid22	146083.png	512	512	Photo	25	6	21616	21880	0.987934	35.330	28.166	1.2544	5.5746	5.3925	0.1821	51.9678	53.0946	-1.1268
cid22	162511.png	512	512	Photo	25	6	29688	29914	0.992445	42.171	34.564	1.2201	5.5942	5.3226	0.2716	51.0750	51.4233	-0.3483
cid22	207691.png	512	512	Photo	25	6	15320	15342	0.998566	30.795	22.956	1.3415	5.3411	5.4207	-0.0796	52.1840	52.2519	-0.0678
cid22	2290070.png	512	512	Photo	25	6	8594	8432	1.019213	22.836	15.889	1.4372	5.1854	5.6911	-0.5056	54.7051	51.9932	2.7120
cid22	262780.png	512	512	Photo	25	6	13530	13554	0.998229	30.865	22.876	1.3493	5.7601	6.6427	-0.8826	33.8094	33.1881	0.6214
cid22	3316926_opo25u.png	512	512	Photo	25	6	5904	5834	1.011999	17.836	12.853	1.3877	8.2647	7.8779	0.3868	51.8514	52.9024	-1.0510
cid22	3779828.png	512	512	Photo	25	6	25008	25688	0.973528	43.888	34.058	1.2886	4.7399	5.0275	-0.2876	42.3576	44.0490	-1.6914
cid22	5212582.png	512	512	Photo	25	6	2568	2478	1.036320	13.020	8.951	1.4545	6.6999	6.1999	0.4999	54.4742	56.4880	-2.0139
cid22	675951.png	512	512	Photo	25	6	12392	12222	1.013909	24.374	18.107	1.3461	7.0804	6.5005	0.5799	55.6011	54.3104	1.2907
cid22	962312.png	512	512	Photo	25	6	15754	16154	0.975238	25.878	21.498	1.2037	5.0952	4.7683	0.3269	66.7798	65.8447	0.9351
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	25	6	12916	13124	0.984151	24.222	18.986	1.2758	6.7929	6.2458	0.5470	53.2808	53.7457	-0.4649
cid22	pexels-photo-2908983.png	512	512	Photo	25	6	4632	4450	1.040899	15.411	10.911	1.4125	7.2437	6.5397	0.7039	47.4595	46.8804	0.5791
cid22	pexels-photo-4672246.png	512	512	Photo	25	6	8104	7868	1.029995	21.866	16.123	1.3562	6.8816	7.6005	-0.7189	47.1742	46.3616	0.8126
cid22	1001682.png	512	512	Photo	50	0	26854	42476	0.632216	6.199	3.367	1.8412	4.2147	3.6608	0.5540	59.7240	61.2792	-1.5552
cid22	1200348.png	512	512	Photo	50	0	10184	12160	0.837500	5.213	2.385	2.1853	4.8941	4.8256	0.0685	63.2293	63.5237	-0.2944
cid22	146083.png	512	512	Photo	50	0	39280	43164	0.910018	7.703	4.505	1.7099	3.8232	5.5192	-1.6961	66.8343	66.8045	0.0297
cid22	162511.png	512	512	Photo	50	0	52974	53972	0.981509	8.292	4.798	1.7284	3.4110	4.3863	-0.9753	64.7116	64.4563	0.2553
cid22	207691.png	512	512	Photo	50	0	32226	33140	0.972420	6.583	3.389	1.9425	4.1893	4.0420	0.1472	64.7540	65.4363	-0.6823
cid22	2290070.png	512	512	Photo	50	0	18048	18222	0.990451	5.696	2.922	1.9490	4.1539	3.9624	0.1915	66.1171	67.2863	-1.1691
cid22	262780.png	512	512	Photo	50	0	26092	27742	0.940523	6.298	3.383	1.8615	4.4533	4.6208	-0.1675	53.7615	55.0354	-1.2739
cid22	3316926_opo25u.png	512	512	Photo	50	0	10400	11322	0.918566	5.132	2.386	2.1514	5.2738	5.4803	-0.2064	64.1525	63.6060	0.5464
cid22	3779828.png	512	512	Photo	50	0	47426	50010	0.948330	8.003	4.531	1.7664	3.5891	3.4497	0.1393	63.8080	64.8360	-1.0279
cid22	5212582.png	512	512	Photo	50	0	4020	3904	1.029713	4.404	2.007	2.1944	4.7678	4.8816	-0.1138	64.7437	63.6082	1.1355
cid22	675951.png	512	512	Photo	50	0	23332	26548	0.878861	6.413	3.120	2.0551	4.3978	6.1349	-1.7371	67.0330	67.2015	-0.1685
cid22	962312.png	512	512	Photo	50	0	26748	32572	0.821196	6.090	3.359	1.8131	3.5042	3.5166	-0.0124	75.5285	77.2051	-1.6767
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	50	0	23306	25550	0.912172	5.878	3.289	1.7873	5.3461	5.6690	-0.3229	64.3818	65.5322	-1.1505
cid22	pexels-photo-2908983.png	512	512	Photo	50	0	7460	7720	0.966321	4.942	2.222	2.2240	4.8993	5.2480	-0.3487	60.2162	60.3361	-0.1199
cid22	pexels-photo-4672246.png	512	512	Photo	50	0	15578	17426	0.893952	5.535	2.839	1.9497	4.2629	5.5094	-1.2464	60.5098	61.0313	-0.5215
cid22	1001682.png	512	512	Photo	50	4	24596	24606	0.999594	18.209	13.475	1.3513	3.8462	3.8502	-0.0039	59.7058	59.4719	0.2339
cid22	1200348.png	512	512	Photo	50	4	8158	8124	1.004185	13.686	10.334	1.3243	4.4755	4.9403	-0.4648	64.0056	63.8471	0.1586
cid22	146083.png	512	512	Photo	50	4	36206	36096	1.003047	21.506	16.185	1.3288	3.7748	4.0675	-0.2927	66.6767	66.9775	-0.3008
cid22	162511.png	512	512	Photo	50	4	46454	46436	1.000388	21.883	16.519	1.3247	3.4169	3.4816	-0.0647	64.5630	64.8330	-0.2700
cid22	207691.png	512	512	Photo	50	4	24446	24558	0.995439	18.128	13.566	1.3363	4.0952	3.6391	0.4561	64.6226	64.8420	-0.2194
cid22	2290070.png	512	512	Photo	50	4	12802	12748	1.004236	15.134	11.479	1.3185	3.3698	3.8161	-0.4463	66.3184	65.6173	0.7011
cid22	262780.png	512	512	Photo	50	4	25056	24484	1.023362	18.858	13.741	1.3724	4.3591	4.1538	0.2053	53.0617	52.4351	0.6266
cid22	3316926_opo25u.png	512	512	Photo	50	4	8682	8652	1.003467	14.412	10.604	1.3592	5.8970	6.5624	-0.6654	64.2381	64.5516	-0.3135
cid22	3779828.png	512	512	Photo	50	4	40444	40432	1.000297	20.180	15.007	1.3447	3.3428	3.3808	-0.0380	63.9598	63.5521	0.4077
cid22	5212582.png	512	512	Photo	50	4	3536	3368	1.049881	11.952	8.911	1.3412	4.1498	4.3467	-0.1969	65.7420	66.5404	-0.7984
cid22	675951.png	512	512	Photo	50	4	18362	18566	0.989012	16.388	12.216	1.3415	5.1018	4.7776	0.3242	66.7533	67.3780	-0.6247
cid22	962312.png	512	512	Photo	50	4	23274	23272	1.000086	15.008	11.557	1.2986	3.1060	3.3515	-0.2455	75.6470	75.3954	0.2517
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	50	4	19814	19984	0.991493	14.851	11.375	1.3056	5.1395	5.9982	-0.8587	65.2733	65.5008	-0.2275
cid22	pexels-photo-2908983.png	512	512	Photo	50	4	6754	6672	1.012290	13.409	10.311	1.3004	5.1675	5.3383	-0.1707	61.1881	60.3731	0.8150
cid22	pexels-photo-4672246.png	512	512	Photo	50	4	12792	12816	0.998127	15.809	11.847	1.3344	4.2829	4.8427	-0.5598	59.9907	60.2677	-0.2770
cid22	1001682.png	512	512	Photo	50	6	22796	23218	0.981824	39.875	31.874	1.2510	3.8274	4.0729	-0.2456	59.3744	59.1653	0.2091
cid22	1200348.png	512	512	Photo	50	6	8060	7984	1.009519	20.256	14.768	1.3716	4.4461	4.5067	-0.0606	63.9016	63.6086	0.2930
cid22	146083.png	512	512	Photo	50	6	32980	33720	0.978055	44.535	37.858	1.1764	3.7572	3.5250	0.2322	65.9315	66.5996	-0.6681
cid22	162511.png	512	512	Photo	50	6	43924	44046	0.997230	54.339	44.618	1.2179	3.4823	3.5338	-0.0515	64.5749	64.5728	0.0022
cid22	207691.png	512	512	Photo	50	6	23392	23210	1.007841	37.494	30.162	1.2431	3.6807	4.1673	-0.4867	64.5513	64.7787	-0.2275
cid22	2290070.png	512	512	Photo	50	6	12068	12156	0.992761	26.510	19.999	1.3256	4.1240	3.6813	0.4426	66.0279	64.9909	1.0370
cid22	262780.png	512	512	Photo	50	6	22262	22836	0.974864	39.525	29.900	1.3219	4.4938	4.3682	0.1255	53.4698	53.2225	0.2473
cid22	3316926_opo25u.png	512	512	Photo	50	6	8624	8456	1.019868	21.368	15.072	1.4177	5.2811	5.5028	-0.2218	64.6299	64.7800	-0.1502
cid22	3779828.png	512	512	Photo	50	6	38570	39166	0.984783	48.075	42.312	1.1362	3.8377	3.4372	0.4005	61.0366	61.6647	-0.6282
cid22	5212582.png	512	512	Photo	50	6	3530	3374	1.046236	13.863	9.778	1.4178	4.1216	4.4685	-0.3469	65.3377	66.7477	-1.4100
cid22	675951.png	512	512	Photo	50	6	18074	17876	1.011076	30.670	23.480	1.3062	5.8776	4.7990	1.0787	67.0542	67.3296	-0.2754
cid22	962312.png	512	512	Photo	50	6	22392	22588	0.991323	31.247	25.437	1.2284	3.2052	3.7618	-0.5566	75.1491	73.2383	1.9109
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	50	6	19060	19454	0.979747	27.800	21.617	1.2860	6.0582	5.8631	0.1951	65.2756	65.5597	-0.2841
cid22	pexels-photo-2908983.png	512	512	Photo	50	6	6594	6622	0.995772	18.150	12.599	1.4406	4.8033	4.4985	0.3048	61.6187	61.1279	0.4908
cid22	pexels-photo-4672246.png	512	512	Photo	50	6	12162	12156	1.000494	25.730	19.048	1.3508	4.9029	4.3991	0.5038	60.7246	60.5033	0.2214
cid22	1001682.png	512	512	Photo	75	0	37096	60482	0.613340	7.467	4.015	1.8599	3.0109	2.9035	0.1074	69.5567	70.4041	-0.8473
cid22	1200348.png	512	512	Photo	75	0	13734	16554	0.829648	5.213	2.486	2.0967	3.7391	3.9471	-0.2080	71.0597	71.4906	-0.4308
cid22	146083.png	512	512	Photo	75	0	53992	57534	0.938436	8.889	4.974	1.7871	2.8812	4.5439	-1.6627	75.0918	74.7998	0.2920
cid22	162511.png	512	512	Photo	75	0	68778	68928	0.997824	9.532	5.724	1.6653	2.5173	2.9474	-0.4302	72.2806	71.9860	0.2945
cid22	207691.png	512	512	Photo	75	0	42850	43072	0.994846	7.889	4.187	1.8840	3.6592	2.9767	0.6825	72.2258	71.8956	0.3302
cid22	2290070.png	512	512	Photo	75	0	22674	22476	1.008809	6.102	3.185	1.9156	3.3524	3.1256	0.2269	72.7603	72.4213	0.3390
cid22	262780.png	512	512	Photo	75	0	38356	40792	0.940282	7.515	4.078	1.8429	3.2766	3.1514	0.1252	65.1670	66.8637	-1.6968
cid22	3316926_opo25u.png	512	512	Photo	75	0	14604	16038	0.910587	5.400	2.568	2.1031	3.8293	3.7920	0.0373	71.9869	71.6057	0.3812
cid22	3779828.png	512	512	Photo	75	0	60240	62668	0.961256	9.186	5.428	1.6922	2.6347	2.4907	0.1441	72.8979	73.8940	-0.9962
cid22	5212582.png	512	512	Photo	75	0	5370	5534	0.970365	4.703	1.988	2.3657	3.5349	3.7727	-0.2379	70.0610	70.2685	-0.2076
cid22	675951.png	512	512	Photo	75	0	30654	35760	0.857215	6.791	3.507	1.9364	3.7043	3.5999	0.1044	73.9011	74.4734	-0.5723
cid22	962312.png	512	512	Photo	75	0	32452	37128	0.874057	6.337	3.879	1.6338	2.2700	2.2008	0.0691	79.4928	80.9459	-1.4531
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	75	0	29502	31958	0.923149	6.762	3.634	1.8609	6.1097	5.9117	0.1980	70.9199	71.2140	-0.2942
cid22	pexels-photo-2908983.png	512	512	Photo	75	0	10364	10996	0.942525	5.229	2.422	2.1594	3.4438	3.7676	-0.3238	68.9898	68.7594	0.2304
cid22	pexels-photo-4672246.png	512	512	Photo	75	0	21934	24204	0.906214	6.294	3.317	1.8978	3.3254	3.6394	-0.3140	69.8098	69.3172	0.4926
cid22	1001682.png	512	512	Photo	75	4	34554	34486	1.001972	18.915	13.881	1.3627	3.0063	2.8868	0.1194	69.5752	69.6481	-0.0730
cid22	1200348.png	512	512	Photo	75	4	10996	11026	0.997279	14.307	11.134	1.2851	3.7508	3.5414	0.2094	71.3188	71.5011	-0.1823
cid22	146083.png	512	512	Photo	75	4	50696	50678	1.000355	21.648	16.980	1.2749	2.5330	2.9685	-0.4355	75.5210	75.8414	-0.3205
cid22	162511.png	512	512	Photo	75	4	62438	61760	1.010978	23.664	17.736	1.3343	2.4491	2.5418	-0.0927	72.7891	72.9566	-0.1674
cid22	207691.png	512	512	Photo	75	4	34222	34684	0.986680	19.676	14.706	1.3379	3.0640	3.1847	-0.1207	72.1670	72.4760	-0.3090
cid22	2290070.png	512	512	Photo	75	4	16916	16480	1.026456	15.827	11.894	1.3307	2.8215	2.9056	-0.0841	73.3135	72.8457	0.4678
cid22	262780.png	512	512	Photo	75	4	36716	36738	0.999401	21.087	15.457	1.3642	3.3806	3.3209	0.0597	65.2922	65.1507	0.1414
cid22	3316926_opo25u.png	512	512	Photo	75	4	12036	12092	0.995369	16.061	11.381	1.4113	3.9337	3.9880	-0.0543	71.9686	72.4857	-0.5171
cid22	3779828.png	512	512	Photo	75	4	52848	52746	1.001934	20.479	15.800	1.2962	2.6809	2.4483	0.2325	73.2497	73.3532	-0.1035
cid22	5212582.png	512	512	Photo	75	4	4764	4478	1.063868	13.040	9.382	1.3899	3.4510	3.7582	-0.3072	71.3606	71.9278	-0.5672
cid22	675951.png	512	512	Photo	75	4	25186	24930	1.010269	17.580	13.041	1.3481	3.7002	3.6064	0.0938	74.3557	74.3516	0.0042
cid22	962312.png	512	512	Photo	75	4	28846	28764	1.002851	16.313	12.284	1.3279	2.0745	2.2030	-0.1285	79.8445	80.6208	-0.7763
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	75	4	25638	25684	0.998209	15.452	12.253	1.2611	5.4152	5.7748	-0.3596	71.2841	72.3628	-1.0788
cid22	pexels-photo-2908983.png	512	512	Photo	75	4	9190	9262	0.992226	14.130	10.304	1.3713	3.5962	3.6340	-0.0378	69.6453	69.2198	0.4255
cid22	pexels-photo-4672246.png	512	512	Photo	75	4	18222	18052	1.009417	16.361	12.136	1.3481	3.2643	3.5925	-0.3282	69.8875	69.6182	0.2692
cid22	1001682.png	512	512	Photo	75	6	32682	32908	0.993132	46.604	37.471	1.2438	3.0617	2.9042	0.1575	69.5646	69.5846	-0.0201
cid22	1200348.png	512	512	Photo	75	6	10828	10794	1.003150	21.254	16.625	1.2784	3.4331	4.0857	-0.6526	71.2899	71.0700	0.2200
cid22	146083.png	512	512	Photo	75	6	46920	47476	0.988289	54.156	44.951	1.2048	2.7813	2.7099	0.0715	75.0509	75.5576	-0.5068
cid22	162511.png	512	512	Photo	75	6	58832	58716	1.001976	61.618	50.733	1.2145	2.5712	2.6296	-0.0584	72.3821	72.8300	-0.4479
cid22	207691.png	512	512	Photo	75	6	32466	32614	0.995462	44.471	35.518	1.2521	3.2668	3.1833	0.0836	71.9689	72.0147	-0.0457
cid22	2290070.png	512	512	Photo	75	6	16020	15834	1.011747	28.520	22.742	1.2541	2.9988	3.1557	-0.1569	72.9465	72.1249	0.8216
cid22	262780.png	512	512	Photo	75	6	33130	33464	0.990019	47.825	38.614	1.2386	3.3107	3.3061	0.0046	64.9636	65.1630	-0.1994
cid22	3316926_opo25u.png	512	512	Photo	75	6	11754	11794	0.996608	24.306	17.327	1.4028	3.7980	4.3021	-0.5041	71.7936	73.0461	-1.2525
cid22	3779828.png	512	512	Photo	75	6	50664	51408	0.985528	55.679	46.888	1.1875	2.3809	2.3848	-0.0039	72.8218	73.3711	-0.5493
cid22	5212582.png	512	512	Photo	75	6	4752	4450	1.067865	17.227	11.498	1.4983	3.5148	3.7019	-0.1871	71.7672	71.9290	-0.1618
cid22	675951.png	512	512	Photo	75	6	24584	24160	1.017550	33.574	26.262	1.2784	3.6840	3.8439	-0.1599	74.2731	74.1994	0.0737
cid22	962312.png	512	512	Photo	75	6	28124	28268	0.994906	33.422	27.075	1.2344	2.7524	2.6004	0.1521	78.5038	79.2042	-0.7004
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	75	6	24718	25080	0.985566	28.901	22.930	1.2604	5.3430	5.6427	-0.2997	71.6445	72.5047	-0.8603
cid22	pexels-photo-2908983.png	512	512	Photo	75	6	9342	9250	1.009946	20.283	14.730	1.3770	3.7904	3.8545	-0.0640	70.3989	69.9824	0.4165
cid22	pexels-photo-4672246.png	512	512	Photo	75	6	17228	17272	0.997453	29.286	22.925	1.2774	3.3105	3.5805	-0.2700	69.4746	69.9167	-0.4421
cid22	1001682.png	512	512	Photo	90	0	72832	99080	0.735083	10.546	7.083	1.4889	1.5718	1.5605	0.0113	82.9753	83.1815	-0.2062
cid22	1200348.png	512	512	Photo	90	0	26950	27624	0.975601	6.745	4.216	1.5998	2.9765	2.9661	0.0105	82.1449	82.5775	-0.4327
cid22	146083.png	512	512	Photo	90	0	96836	94316	1.026719	12.419	8.295	1.4971	1.4281	2.1666	-0.7385	86.5029	86.2676	0.2353
cid22	162511.png	512	512	Photo	90	0	115646	109696	1.054241	13.766	9.055	1.5203	1.8837	1.8258	0.0578	82.6367	82.1117	0.5251
cid22	207691.png	512	512	Photo	90	0	78882	80760	0.976746	10.610	6.769	1.5675	1.6604	1.6093	0.0512	81.9295	81.5806	0.3490
cid22	2290070.png	512	512	Photo	90	0	40886	37458	1.091516	7.779	4.564	1.7044	1.8243	1.6554	0.1690	83.2784	83.2757	0.0027
cid22	262780.png	512	512	Photo	90	0	83702	83344	1.004295	12.123	7.536	1.6086	1.5958	1.8483	-0.2525	82.7453	82.3802	0.3651
cid22	3316926_opo25u.png	512	512	Photo	90	0	32982	29646	1.112528	7.115	4.337	1.6406	1.8136	2.1130	-0.2994	84.6182	84.3430	0.2752
cid22	3779828.png	512	512	Photo	90	0	97398	96812	1.006053	12.036	8.373	1.4374	1.4396	1.4613	-0.0217	84.6412	84.9484	-0.3072
cid22	5212582.png	512	512	Photo	90	0	12274	11954	1.026769	5.632	3.470	1.6232	2.1406	2.0129	0.1277	80.6769	82.0834	-1.4064
cid22	675951.png	512	512	Photo	90	0	59212	59420	0.996499	9.104	6.000	1.5173	2.0199	2.0678	-0.0479	83.9412	83.5492	0.3920
cid22	962312.png	512	512	Photo	90	0	47144	47414	0.994305	7.241	5.283	1.3706	1.6504	1.7952	-0.1448	86.6750	86.4547	0.2204
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Photo	90	0	49740	49100	1.013035	8.189	5.506	1.4873	5.3793	5.7548	-0.3755	79.0169	78.8988	0.1181
cid22	pexels-photo-2908983.png	512	512	Photo	90	0	25082	22756	1.102215	6.970	4.086	1.7058	1.8768	1.9926	-0.1158	83.6692	83.2189	0.4503
cid22	pexels-photo-4672246.png	512	512	Photo	90	0	48260	44228	1.091164	8.494	5.356	1.5857	2.2571	2.4706	-0.2135	83.5279	82.3315	1.1964
cid22	1001682.png	512	512	Photo	90	4	69380	69734	0.994924	22.411	17.593	1.2738	1.3948	1.3957	-0.0009	83.0899	83.1970	-0.1071
cid22	1200348.png	512	512	Photo	90	4	22882	22338	1.024353	16.700	12.284	1.3595	2.7626	2.7546	0.0080	83.0834	83.1895	-0.1062
cid22	146083.png	512	512	Photo	90	4	92286	93670	0.985225	25.264	19.752	1.2790	1.2975	1.2185	0.0791	86.6543	87.0868	-0.4325
cid22	162511.png	512	512	Photo	90	4	108886	108474	1.003798	26.786	20.792	1.2883	1.6944	1.7200	-0.0257	82.8259	82.7091	0.1168
cid22	207691.png	512	512	Photo	90	4	70522	70536	0.999802	23.204	18.287	1.2689	1.5368	1.5835	-0.0466	82.0726	82.1982	-0.1256
cid22	2290070.png	512	512	Photo	90	4	32242	32270	0.999132	18.856	13.362	1.4112	1.5197	1.5539	-0.0342	83.5849	83.7785	-0.1936
cid22	262780.png	512	512	Photo	90	4	83050	80370	1.033346	26.843	18.799	1.4279	1.5685	1.7201	-0.1515	82.8411	82.8647	-0.0236
cid22	3316926_opo25u.png	512	512	Photo	90	4	28298	29538	0.958020	19.933	14.455	1.3790	1.9513	1.9471	0.0043	85.0301	85.5868	-0.5567
