file	width	height	preset	q	m	zen_def_b	zen_strict_b	lib_b	def_butter	strict_butter	lib_butter	def_size_ratio	strict_size_ratio	def_butter_delta	strict_butter_delta
cid22/1173777.png	512	512	Default	25	6	25126	25390	25760	6.2775	5.3287	5.7345	0.9754	0.9856	+0.5430	-0.4059
cid22/1173777.png	512	512	Default	75	0	66422	66422	69124	2.9737	2.9737	3.0959	0.9609	0.9609	-0.1222	-0.1222
cid22/1173777.png	512	512	Default	75	4	62908	63440	63242	3.2407	3.1403	3.3580	0.9947	1.0031	-0.1173	-0.2177
cid22/1173777.png	512	512	Default	75	6	59266	59408	59976	3.5233	3.3166	3.3338	0.9882	0.9905	+0.1896	-0.0172
cid22/1173777.png	512	512	Default	90	0	113654	113654	115864	1.7455	1.7455	1.7698	0.9809	0.9809	-0.0243	-0.0243
cid22/1173777.png	512	512	Default	90	4	114980	114398	114138	1.8608	1.8508	1.8018	1.0074	1.0023	+0.0590	+0.0490
cid22/1173777.png	512	512	Default	90	6	111932	111480	112566	1.9102	1.8241	1.8046	0.9944	0.9904	+0.1056	+0.0195
cid22/1173777.png	512	512	Photo	25	0	32106	32106	33766	6.2763	6.2763	6.4402	0.9508	0.9508	-0.1639	-0.1639
cid22/1173777.png	512	512	Photo	25	4	29002	29522	29460	7.0515	5.9824	5.9245	0.9845	1.0021	+1.1270	+0.0580
cid22/1173777.png	512	512	Photo	25	6	26588	26934	27294	5.8824	6.0104	5.9073	0.9741	0.9868	-0.0249	+0.1031
cid22/1173777.png	512	512	Photo	75	0	68358	68358	69834	3.2940	3.2940	3.1960	0.9789	0.9789	+0.0980	+0.0980
cid22/1173777.png	512	512	Photo	75	4	65210	65518	65250	3.1390	3.2709	3.3823	0.9994	1.0041	-0.2433	-0.1114
cid22/1173777.png	512	512	Photo	75	6	61226	61486	62090	3.0899	3.4909	3.5009	0.9861	0.9903	-0.4110	-0.0100
cid22/1173777.png	512	512	Photo	90	0	115276	115276	116388	1.8311	1.8311	1.9172	0.9904	0.9904	-0.0861	-0.0861
cid22/1173777.png	512	512	Photo	90	4	114778	116318	116054	1.9007	1.8833	1.9008	0.9890	1.0023	-0.0001	-0.0175
cid22/1173777.png	512	512	Photo	90	6	111978	113502	114714	1.8751	1.9737	1.9279	0.9761	0.9894	-0.0528	+0.0458
cid22/1183021.png	512	512	Default	25	0	6072	6072	8724	5.6576	5.6576	5.5074	0.6960	0.6960	+0.1502	+0.1502
cid22/1183021.png	512	512	Default	25	4	5532	5522	5460	5.6361	6.2885	5.7231	1.0132	1.0114	-0.0870	+0.5654
cid22/1183021.png	512	512	Default	25	6	5374	5336	5250	6.4291	6.5325	5.6966	1.0236	1.0164	+0.7325	+0.8359
cid22/1183021.png	512	512	Default	75	0	16304	16304	23398	2.9664	2.9664	2.9442	0.6968	0.6968	+0.0222	+0.0222
cid22/1183021.png	512	512	Default	75	4	15194	15098	14950	3.1321	3.5951	3.4103	1.0163	1.0099	-0.2782	+0.1848
cid22/1183021.png	512	512	Default	75	6	13830	13830	13734	3.5367	3.5367	3.2205	1.0070	1.0070	+0.3163	+0.3163
cid22/1183021.png	512	512	Default	90	0	37010	37010	52648	1.6321	1.6321	1.6653	0.7030	0.7030	-0.0332	-0.0332
cid22/1183021.png	512	512	Default	90	4	36408	36388	35968	1.6685	1.6678	1.5938	1.0122	1.0117	+0.0747	+0.0740
cid22/1183021.png	512	512	Default	90	6	34478	34318	34346	2.2200	2.1905	1.5877	1.0038	0.9992	+0.6323	+0.6028
cid22/1183021.png	512	512	Photo	25	0	5470	5470	8478	6.8603	6.8603	5.6629	0.6452	0.6452	+1.1973	+1.1973
cid22/1183021.png	512	512	Photo	25	4	5078	5020	4964	6.2180	7.3880	6.5948	1.0230	1.0113	-0.3768	+0.7932
cid22/1183021.png	512	512	Photo	25	6	4898	4876	4756	6.3459	6.2352	7.3388	1.0299	1.0252	-0.9929	-1.1036
cid22/1183021.png	512	512	Photo	75	0	15206	15206	22902	3.4283	3.4283	3.1363	0.6640	0.6640	+0.2920	+0.2920
cid22/1183021.png	512	512	Photo	75	4	14150	14052	13884	3.1978	3.4592	3.2962	1.0192	1.0121	-0.0985	+0.1629
cid22/1183021.png	512	512	Photo	75	6	12996	12854	12818	3.1890	3.6962	3.7806	1.0139	1.0028	-0.5917	-0.0844
cid22/1183021.png	512	512	Photo	90	0	36748	36748	51546	1.7694	1.7694	1.7806	0.7129	0.7129	-0.0112	-0.0112
cid22/1183021.png	512	512	Photo	90	4	37004	36310	35634	1.6245	1.9328	1.7689	1.0384	1.0190	-0.1443	+0.1640
cid22/1183021.png	512	512	Photo	90	6	35038	33962	33856	1.7370	1.9991	1.7222	1.0349	1.0031	+0.0148	+0.2769
cid22/1200348.png	512	512	Default	25	0	7210	7210	8376	6.1487	6.1487	5.6162	0.8608	0.8608	+0.5325	+0.5325
cid22/1200348.png	512	512	Default	25	4	5856	5810	5792	6.9635	6.1538	6.5439	1.0110	1.0031	+0.4195	-0.3901
cid22/1200348.png	512	512	Default	25	6	5836	5786	5656	6.4237	6.3691	6.4490	1.0318	1.0230	-0.0253	-0.0799
cid22/1200348.png	512	512	Default	75	0	13934	13934	17032	3.2475	3.2475	3.6247	0.8181	0.8181	-0.3772	-0.3772
cid22/1200348.png	512	512	Default	75	4	11426	11378	11330	4.3314	3.4201	3.1823	1.0085	1.0042	+1.1491	+0.2378
cid22/1200348.png	512	512	Default	75	6	11226	11170	11050	3.4629	3.5703	3.2314	1.0159	1.0109	+0.2315	+0.3389
cid22/1200348.png	512	512	Default	90	0	23854	23854	27162	2.4730	2.4730	2.8019	0.8782	0.8782	-0.3289	-0.3289
cid22/1200348.png	512	512	Default	90	4	23042	23202	22554	2.6730	2.5148	2.3738	1.0216	1.0287	+0.2992	+0.1410
cid22/1200348.png	512	512	Default	90	6	22604	23002	22074	2.7641	2.4545	2.4673	1.0240	1.0420	+0.2968	-0.0127
cid22/1200348.png	512	512	Photo	25	0	6834	6834	8078	8.5709	8.5709	8.0893	0.8460	0.8460	+0.4816	+0.4816
cid22/1200348.png	512	512	Photo	25	4	5590	5598	5574	7.4048	8.5245	7.9131	1.0029	1.0043	-0.5083	+0.6115
cid22/1200348.png	512	512	Photo	25	6	5588	5544	5464	7.5814	7.3400	8.1475	1.0227	1.0146	-0.5661	-0.8076
cid22/1200348.png	512	512	Photo	75	0	13552	13552	16554	4.4732	4.4732	3.9471	0.8187	0.8187	+0.5260	+0.5260
cid22/1200348.png	512	512	Photo	75	4	10998	11096	11026	3.6299	3.5674	3.5414	0.9975	1.0063	+0.0885	+0.0260
cid22/1200348.png	512	512	Photo	75	6	10818	10842	10794	3.3147	3.8681	4.0857	1.0022	1.0044	-0.7710	-0.2175
cid22/1200348.png	512	512	Photo	90	0	22990	22990	27624	2.9984	2.9984	2.9661	0.8322	0.8322	+0.0323	+0.0323
cid22/1200348.png	512	512	Photo	90	4	23060	22450	22338	2.7456	2.6216	2.7546	1.0323	1.0050	-0.0089	-0.1329
cid22/1200348.png	512	512	Photo	90	6	22714	22204	22058	2.7795	2.8428	3.0322	1.0297	1.0066	-0.2527	-0.1894
cid22/1248582.png	512	512	Default	25	0	21966	21966	24264	6.9634	6.9634	5.9192	0.9053	0.9053	+1.0443	+1.0443
cid22/1248582.png	512	512	Default	25	4	16980	16924	17004	5.9448	5.4088	5.7276	0.9986	0.9953	+0.2172	-0.3189
cid22/1248582.png	512	512	Default	25	6	15646	15900	15992	5.9002	6.3653	5.7234	0.9784	0.9942	+0.1769	+0.6419
cid22/1248582.png	512	512	Default	75	0	40024	40024	42492	3.2373	3.2373	3.1128	0.9419	0.9419	+0.1244	+0.1244
cid22/1248582.png	512	512	Default	75	4	32346	32618	32322	3.2409	3.2366	3.2303	1.0007	1.0092	+0.0106	+0.0063
cid22/1248582.png	512	512	Default	75	6	30768	30994	30964	3.1736	3.1720	3.2243	0.9937	1.0010	-0.0507	-0.0523
cid22/1248582.png	512	512	Default	90	0	62724	62724	64426	2.1887	2.1887	2.0260	0.9736	0.9736	+0.1627	+0.1627
cid22/1248582.png	512	512	Default	90	4	61236	62554	62050	1.7598	1.8987	1.9389	0.9869	1.0081	-0.1791	-0.0402
cid22/1248582.png	512	512	Default	90	6	58640	59552	59614	1.7383	2.0158	1.8349	0.9837	0.9990	-0.0966	+0.1808
cid22/1248582.png	512	512	Photo	25	0	21806	21806	24184	6.3457	6.3457	7.0918	0.9017	0.9017	-0.7461	-0.7461
cid22/1248582.png	512	512	Photo	25	4	16638	16752	16754	6.4507	5.5767	6.4479	0.9931	0.9999	+0.0028	-0.8712
cid22/1248582.png	512	512	Photo	25	6	15678	15838	15916	5.8661	6.4280	6.4817	0.9850	0.9951	-0.6156	-0.0538
cid22/1248582.png	512	512	Photo	75	0	39556	39556	42408	3.0147	3.0147	4.0193	0.9327	0.9327	-1.0046	-1.0046
cid22/1248582.png	512	512	Photo	75	4	31792	32062	31838	2.9438	3.1278	3.5222	0.9986	1.0070	-0.5784	-0.3945
cid22/1248582.png	512	512	Photo	75	6	30254	30422	30482	3.1790	3.6109	3.7811	0.9925	0.9980	-0.6021	-0.1702
cid22/1248582.png	512	512	Photo	90	0	61764	61764	65124	1.9439	1.9439	2.0331	0.9484	0.9484	-0.0892	-0.0892
cid22/1248582.png	512	512	Photo	90	4	61456	62012	62180	1.9026	1.8122	1.7714	0.9884	0.9973	+0.1312	+0.0408
cid22/1248582.png	512	512	Photo	90	6	59088	59208	59790	2.0444	1.9172	1.7842	0.9883	0.9903	+0.2602	+0.1330
cid22/1277396.png	512	512	Default	25	0	11094	11094	13852	5.3896	5.3896	5.7673	0.8009	0.8009	-0.3777	-0.3777
cid22/1277396.png	512	512	Default	25	4	9434	9412	9358	6.2034	6.4727	4.9585	1.0081	1.0058	+1.2449	+1.5142
cid22/1277396.png	512	512	Default	25	6	8986	8986	8930	5.2564	6.1279	6.1466	1.0063	1.0063	-0.8902	-0.0187
cid22/1277396.png	512	512	Default	75	0	22834	22834	30278	2.7375	2.7375	2.9733	0.7541	0.7541	-0.2359	-0.2359
cid22/1277396.png	512	512	Default	75	4	20154	20454	20244	2.8929	2.8319	2.7486	0.9956	1.0104	+0.1443	+0.0833
cid22/1277396.png	512	512	Default	75	6	19402	19376	19364	2.5894	2.9397	2.7813	1.0020	1.0006	-0.1919	+0.1584
cid22/1277396.png	512	512	Default	90	0	40672	40672	61426	1.5882	1.5882	1.8581	0.6621	0.6621	-0.2699	-0.2699
cid22/1277396.png	512	512	Default	90	4	40240	40278	39976	1.6221	1.8164	1.8162	1.0066	1.0076	-0.1941	+0.0003
cid22/1277396.png	512	512	Default	90	6	39254	39110	38946	1.6303	1.6303	1.6395	1.0079	1.0042	-0.0092	-0.0092
cid22/1277396.png	512	512	Photo	25	0	10556	10556	13366	6.5242	6.5242	6.8011	0.7898	0.7898	-0.2769	-0.2769
cid22/1277396.png	512	512	Photo	25	4	8976	8994	8952	6.5648	6.0825	6.1965	1.0027	1.0047	+0.3683	-0.1140
cid22/1277396.png	512	512	Photo	25	6	8490	8600	8508	5.8277	6.0397	5.8320	0.9979	1.0108	-0.0043	+0.2078
cid22/1277396.png	512	512	Photo	75	0	22052	22052	29112	2.9038	2.9038	3.8335	0.7575	0.7575	-0.9296	-0.9296
cid22/1277396.png	512	512	Photo	75	4	19590	19602	19524	2.9072	3.1455	2.8974	1.0034	1.0040	+0.0098	+0.2481
cid22/1277396.png	512	512	Photo	75	6	18678	18702	18630	2.8244	2.9834	2.9538	1.0026	1.0039	-0.1294	+0.0296
cid22/1277396.png	512	512	Photo	90	0	40786	40786	59116	1.6103	1.6103	1.8582	0.6899	0.6899	-0.2479	-0.2479
cid22/1277396.png	512	512	Photo	90	4	41438	40500	40242	1.6009	1.6094	1.7188	1.0297	1.0064	-0.1179	-0.1094
cid22/1277396.png	512	512	Photo	90	6	39392	39178	39096	1.6101	1.6245	1.7046	1.0076	1.0021	-0.0945	-0.0801
cid22/1287145.png	512	512	Default	25	0	13942	13942	20614	5.2203	5.2203	6.6231	0.6763	0.6763	-1.4029	-1.4029
cid22/1287145.png	512	512	Default	25	4	12832	12848	12704	5.5805	5.4163	5.8759	1.0101	1.0113	-0.2954	-0.4596
cid22/1287145.png	512	512	Default	25	6	11570	11566	11434	5.1555	5.6032	5.2358	1.0119	1.0115	-0.0804	+0.3674
cid22/1287145.png	512	512	Default	75	0	30304	30304	44290	2.7035	2.7035	2.7686	0.6842	0.6842	-0.0651	-0.0651
cid22/1287145.png	512	512	Default	75	4	28994	28800	28684	2.6997	2.8707	2.7616	1.0108	1.0040	-0.0619	+0.1091
cid22/1287145.png	512	512	Default	75	6	26836	26582	26868	2.6403	2.8289	3.0135	0.9988	0.9894	-0.3732	-0.1847
cid22/1287145.png	512	512	Default	90	0	56550	56550	76414	1.5760	1.5760	1.5121	0.7400	0.7400	+0.0639	+0.0639
cid22/1287145.png	512	512	Default	90	4	56482	56330	56016	1.4163	1.4543	1.4767	1.0083	1.0056	-0.0605	-0.0224
cid22/1287145.png	512	512	Default	90	6	55236	54810	55048	1.9932	1.9946	1.6411	1.0034	0.9957	+0.3521	+0.3535
cid22/1287145.png	512	512	Photo	25	0	13078	13078	20868	6.1363	6.1363	7.0328	0.6267	0.6267	-0.8965	-0.8965
cid22/1287145.png	512	512	Photo	25	4	12068	12086	11910	6.2068	6.3158	5.7835	1.0133	1.0148	+0.4233	+0.5323
cid22/1287145.png	512	512	Photo	25	6	10792	10882	10804	5.8055	5.4938	5.4765	0.9989	1.0072	+0.3290	+0.0173
cid22/1287145.png	512	512	Photo	75	0	29224	29224	43706	3.2421	3.2421	3.1016	0.6686	0.6686	+0.1405	+0.1405
cid22/1287145.png	512	512	Photo	75	4	27942	27680	27620	2.9193	3.0184	2.8075	1.0117	1.0022	+0.1118	+0.2109
cid22/1287145.png	512	512	Photo	75	6	25910	25474	25758	2.9433	2.7751	2.7959	1.0059	0.9890	+0.1474	-0.0209
cid22/1287145.png	512	512	Photo	90	0	56336	56336	75646	1.5608	1.5608	1.7096	0.7447	0.7447	-0.1488	-0.1488
cid22/1287145.png	512	512	Photo	90	4	56744	56340	55914	1.4880	1.5268	1.5385	1.0148	1.0076	-0.0505	-0.0117
cid22/1287145.png	512	512	Photo	90	6	55252	54624	54842	1.4908	1.5986	1.4971	1.0075	0.9960	-0.0063	+0.1015
cid22/1292115.png	512	512	Default	25	0	5124	5124	6502	6.1364	6.1364	5.6372	0.7881	0.7881	+0.4991	+0.4991
cid22/1292115.png	512	512	Default	25	4	4646	4542	4444	6.7960	6.5589	6.0689	1.0455	1.0221	+0.7271	+0.4900
cid22/1292115.png	512	512	Default	25	6	4524	4342	4196	6.6642	6.0899	6.1511	1.0782	1.0348	+0.5131	-0.0612
cid22/1292115.png	512	512	Default	75	0	14190	14190	18186	3.1765	3.1765	3.0553	0.7803	0.7803	+0.1213	+0.1213
cid22/1292115.png	512	512	Default	75	4	12904	12900	12830	3.1811	3.2682	3.2542	1.0058	1.0055	-0.0731	+0.0141
cid22/1292115.png	512	512	Default	75	6	11994	11638	11650	3.1733	3.0890	3.4330	1.0295	0.9990	-0.2597	-0.3441
cid22/1292115.png	512	512	Default	90	0	32138	32138	41678	1.7209	1.7209	2.0577	0.7711	0.7711	-0.3368	-0.3368
cid22/1292115.png	512	512	Default	90	4	32158	31466	31374	1.5714	1.5828	1.7145	1.0250	1.0029	-0.1431	-0.1316
cid22/1292115.png	512	512	Default	90	6	30886	30172	30250	1.6628	1.7822	1.6731	1.0210	0.9974	-0.0103	+0.1091
cid22/1292115.png	512	512	Photo	25	0	4832	4832	6326	7.2789	7.2789	5.9565	0.7638	0.7638	+1.3224	+1.3224
cid22/1292115.png	512	512	Photo	25	4	4522	4324	4224	6.8941	7.8066	7.3125	1.0705	1.0237	-0.4184	+0.4942
cid22/1292115.png	512	512	Photo	25	6	4456	4188	4006	6.3928	5.8657	6.9836	1.1123	1.0454	-0.5908	-1.1179
cid22/1292115.png	512	512	Photo	75	0	13364	13364	17644	3.5794	3.5794	3.1632	0.7574	0.7574	+0.4162	+0.4162
cid22/1292115.png	512	512	Photo	75	4	12512	12136	12056	4.4079	3.3636	3.6756	1.0378	1.0066	+0.7323	-0.3121
cid22/1292115.png	512	512	Photo	75	6	11502	11082	10984	3.6029	3.4298	4.1261	1.0472	1.0089	-0.5232	-0.6964
cid22/1292115.png	512	512	Photo	90	0	32416	32416	40994	1.8474	1.8474	2.0577	0.7907	0.7907	-0.2102	-0.2102
cid22/1292115.png	512	512	Photo	90	4	32106	32458	31536	1.7633	1.8271	1.7343	1.0181	1.0292	+0.0291	+0.0929
cid22/1292115.png	512	512	Photo	90	6	29374	30700	29822	1.8044	1.7449	1.8030	0.9850	1.0294	+0.0015	-0.0581
cid22/1370704.png	512	512	Default	25	0	19816	19816	27588	5.1693	5.1693	5.1013	0.7183	0.7183	+0.0680	+0.0680
cid22/1370704.png	512	512	Default	25	4	16916	16940	16856	4.9889	4.7581	4.9557	1.0036	1.0050	+0.0332	-0.1976
cid22/1370704.png	512	512	Default	25	6	15222	15316	15404	4.7172	5.4928	4.9137	0.9882	0.9943	-0.1965	+0.5791
cid22/1370704.png	512	512	Default	75	0	37046	37046	54862	2.5387	2.5387	2.5095	0.6753	0.6753	+0.0292	+0.0292
cid22/1370704.png	512	512	Default	75	4	33232	33276	33184	2.3402	2.3317	2.5320	1.0014	1.0028	-0.1918	-0.2004
cid22/1370704.png	512	512	Default	75	6	31644	31706	31966	2.6177	2.6342	2.6155	0.9899	0.9919	+0.0022	+0.0187
cid22/1370704.png	512	512	Default	90	0	59970	59970	91444	1.6459	1.6459	1.7952	0.6558	0.6558	-0.1493	-0.1493
cid22/1370704.png	512	512	Default	90	4	59586	59754	59274	1.6788	1.6788	1.6258	1.0053	1.0081	+0.0530	+0.0530
cid22/1370704.png	512	512	Default	90	6	58194	58252	58468	1.6132	1.6133	1.6170	0.9953	0.9963	-0.0038	-0.0037
cid22/1370704.png	512	512	Photo	25	0	18462	18462	26562	6.6625	6.6625	5.5281	0.6951	0.6951	+1.1344	+1.1344
cid22/1370704.png	512	512	Photo	25	4	15602	15736	15652	5.4326	5.5074	5.4006	0.9968	1.0054	+0.0319	+0.1068
cid22/1370704.png	512	512	Photo	25	6	14110	14222	14236	5.3965	5.8004	5.1124	0.9911	0.9990	+0.2841	+0.6880
cid22/1370704.png	512	512	Photo	75	0	35646	35646	54064	2.8387	2.8387	2.7464	0.6593	0.6593	+0.0923	+0.0923
cid22/1370704.png	512	512	Photo	75	4	31944	31892	31832	2.5826	2.6001	2.5823	1.0035	1.0019	+0.0003	+0.0177
cid22/1370704.png	512	512	Photo	75	6	30352	30554	30686	2.8926	2.7146	2.8124	0.9891	0.9957	+0.0803	-0.0978
cid22/1370704.png	512	512	Photo	90	0	59016	59016	91170	1.5148	1.5148	1.8165	0.6473	0.6473	-0.3017	-0.3017
cid22/1370704.png	512	512	Photo	90	4	58910	59218	58764	1.5796	1.5656	1.5687	1.0025	1.0077	+0.0109	-0.0030
cid22/1370704.png	512	512	Photo	90	6	57188	57774	57938	1.5598	1.5534	1.5508	0.9871	0.9972	+0.0091	+0.0026
cid22/1391487.png	512	512	Default	25	0	15784	15784	17236	7.3578	7.3578	8.0459	0.9158	0.9158	-0.6881	-0.6881
cid22/1391487.png	512	512	Default	25	4	13348	13506	13444	7.5426	7.2140	7.5129	0.9929	1.0046	+0.0297	-0.2990
cid22/1391487.png	512	512	Default	25	6	12744	12848	12816	7.5587	7.2783	6.9539	0.9944	1.0025	+0.6047	+0.3244
cid22/1391487.png	512	512	Default	75	0	34898	34898	37928	3.7899	3.7899	3.7163	0.9201	0.9201	+0.0736	+0.0736
cid22/1391487.png	512	512	Default	75	4	30630	30874	30494	3.7988	3.6096	3.5363	1.0045	1.0125	+0.2625	+0.0733
cid22/1391487.png	512	512	Default	75	6	28768	29026	29074	4.9005	3.8590	4.3412	0.9895	0.9983	+0.5593	-0.4822
cid22/1391487.png	512	512	Default	90	0	65104	65104	67250	2.4095	2.4095	2.3998	0.9681	0.9681	+0.0098	+0.0098
cid22/1391487.png	512	512	Default	90	4	64856	64972	64594	2.3850	2.3714	2.4385	1.0041	1.0059	-0.0535	-0.0671
cid22/1391487.png	512	512	Default	90	6	61572	61676	61870	2.4354	2.5304	2.5053	0.9952	0.9969	-0.0699	+0.0251
cid22/1391487.png	512	512	Photo	25	0	16016	16016	17848	7.3858	7.3858	9.2155	0.8974	0.8974	-1.8297	-1.8297
cid22/1391487.png	512	512	Photo	25	4	13648	13920	13832	9.3745	8.2196	8.4501	0.9867	1.0064	+0.9244	-0.2304
cid22/1391487.png	512	512	Photo	25	6	12982	13248	13252	7.6138	8.2177	7.7440	0.9796	0.9997	-0.1302	+0.4737
cid22/1391487.png	512	512	Photo	75	0	35480	35480	38278	4.1350	4.1350	4.4486	0.9269	0.9269	-0.3136	-0.3136
cid22/1391487.png	512	512	Photo	75	4	31304	31590	31626	3.6913	4.3062	3.8652	0.9898	0.9989	-0.1739	+0.4410
cid22/1391487.png	512	512	Photo	75	6	29678	29798	29986	4.2506	4.2837	4.0997	0.9897	0.9937	+0.1509	+0.1840
cid22/1391487.png	512	512	Photo	90	0	67392	67392	70660	2.4933	2.4933	2.8465	0.9538	0.9538	-0.3532	-0.3532
cid22/1391487.png	512	512	Photo	90	4	67182	67682	67352	2.4503	2.5859	2.6766	0.9975	1.0049	-0.2263	-0.0907
cid22/1391487.png	512	512	Photo	90	6	64274	64366	64856	2.4043	2.4481	2.7268	0.9910	0.9924	-0.3224	-0.2786
